NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
HINDEVELOP,HINDUSTAN DEVELOPMENT CORPORATION LIMITED,,,,,,,,
HINDIND,,,,,,,,,TRUE
HINDINDCHM,HINDUSTAN INDUSTRIAL CHEMICALS LTD,,,,,,,,TRUE
HINDINKS,,,,,,,,,TRUE
HINDLEVCHM,HIND LEVER CHEMICALS LTD,INE336A01010,,HINLC,,,,,
HINDLEVER,,,,,,,,,
HINDMOTOR,HINDUSTAN MOTORS LIMITED,,,,,,,,TRUE
HINDMOTORS,HINDUSTAN MOTORS LIMITED,INE253A01025,20110221,HINMOT,TRUE,BE,,,
HINDNATGLS,HINDUSTHAN NATIONAL GLASS & IN,INE952A01022,20090415,HINNAT,TRUE,EQ,,,
HINDNITRO,HINDUSTAN NITROPRODUCTS GUJARAT LTD,,,,,,,,
HINDOILEXP,HINDUSTAN OIL EXPLORATION CO,INE345A01011,20030923,HINOIL,TRUE,EQ,,,
HINDPETRO,HINDUSTAN PETROLEUM CORP,INE094A01015,19980617,HINPET,TRUE,EQ,2700,TRUE,
HINDRECT,,,,,,,,,
HINDSANIT,HINDUSTAN SANITARYWARE AND INDUSTRIES LTD,,,,,,,,TRUE
HINDSPG,HINDOOSTAN SPG & WEA MILL,INE066D01017,,HINSPI,,,,,
HINDSYNTEX,,,,,,,,,
HINDTINWRK,HINDUSTAN TIN WORKS LTD.,,,,,,,,TRUE
HINDUJAFIN,HINDUJA TMT LTD,,,,,,,,TRUE
HINDUJAFO,HINDUJA FOUNDRIES LIMITED,INE291F01016,,HINFOU,,,,,
HINDUJATMT,,,,,,,,,
HINDUJAVEN,HINDUJA VENTURES LIMITED,,,,,,,,TRUE
HINDUNILVR,HINDUSTAN UNILEVER LIMITED,INE030A01027,19950706,HINLEV,TRUE,EQ,300,TRUE,
HINDZINC,HINDUSTAN ZINC LTD,INE267A01025,20061121,HINZIN,TRUE,EQ,,,
HINPOWPLUS,HINDUSTAN POWERPLUS LTD,INE554A01018,,HINPOW,,,,,
HINVDIR,HSBC INVESTDIRECT (INDIA) LIMI,INE800B01013,,ILFINV,,,,,
HIRAFERRO,HIRA FERRO ALLOYS LIMITED,INE573I01011,,HIRFER,,,,,
HIRECT,HIND RECTIFIERS LTD,INE835D01023,20061226,HINREC,TRUE,EQ,,,
HISARMETAL,HISAR METAL INDUSTRIES LTD,INE598C01011,20170105,HISMET,TRUE,EQ,,,
HITACHIHOM,HITACHI HOME AND LIFE SOLUTIONS (INDIA) LIMITED,,,,,,,,
HITECDRIL,HITECH DRILLING SERVICES INDIA LIMITED,,,,,,,,TRUE
HITECH,HI-TECH PIPES LIMITED,INE106T01017,20180507,HITPIP,TRUE,EQ,,,
HITECHCORP,HITECH CORPORATION LIMITED,INE120D01012,20071220,HITPLA,TRUE,EQ,,,
HITECHGEAR,THE HI-TECH GEARS LTD,INE127B01011,20020121,HITGEA,TRUE,EQ,,,
HITECHIJEW,,,,,,,,,
HITECHPLAS,HITECH PLAST LIMITED,,,,,,,,TRUE
HLEGLAS,HLE GLASCOAT LIMITED,INE461D01010,20210222,SWIGLA,TRUE,EQ,,,
HLVLTD,HLV LIMITED,INE102A01024,19950719,HOTLEE,TRUE,EQ,,,
HMGIND,,,,,,,,,
HMT,HMT Limited,INE262A01018,20030829,HMT,TRUE,BZ,,,
HMVL,HINDUSTAN MEDIA VENTURES LIMIT,INE871K01015,20100721,HINMED,TRUE,EQ,,,
HNDFDS,HINDUSTAN FOODS,INE254N01018,20190819,HINFOO,TRUE,EQ,,,
HNGSNGBEES,NIPPON INDIA ETF HANGSENG BEES,INF204KB19I1,20100318,HANBEE,TRUE,ETF,,,
HOCL,HINDUSTAN ORGANIC CHEMICALS LT,INE048A01011,,HINORG,,,,,
HOECHST,HOECHST MARION ROUSSEL LTD.,,,,,,,,
HOGANAS,HOGANAS INDIA LTD.,INE132A01013,,HOGIND,,,,,
HOMEFIRST,HOME FIRST FINANCE COMPANY IND,INE481N01025,20210203,HOMFIR,TRUE,EQ,,,
HONAUT,HONEYWELL AUTOMATION INDIA LTD,INE671A01010,20030718,HONAUT,TRUE,EQ,15,TRUE,
HONDAPOWER,HONDA INDIA POWER PRODUCTS LTD,INE634A01018,20030401,SHRHON,TRUE,EQ,,,
HOPFL,HOUSE OF PEARL FASHIONS LIMITED,,,,,,,,
HORIZONBAT,,,,,,,,,TRUE
HORIZONINF,HORIZON INFRASTRUCTURE LIMITED,,,,,,,,TRUE
HOTELEELA,HOTEL LEELA VENTURE LIMITED,,,,,,,,TRUE
HOTELRUGBY,HOTEL RUGBY LTD,INE275F01019,19960403,HOTRUG,,EQ,,,
HOTELSRKRI,HOTEL SREE KRISHNA LIMITED,,,,,,,,
HOTLINGLAS,HOTLINE GLASS LTD,INE676B01017,,HOTGLA,,,,,
HOVS,HOV SERVICES LIMITED,INE596H01014,20060927,HOVSER,TRUE,EQ,,,
HPAL,HP Adhesives Limited,INE0GSL01016,20211227,HPADHE,TRUE,BE,,,
HPL,HPL ELECTRIC & POWER LIMITED,INE495S01016,20161004,HPLELE,TRUE,EQ,,,
HSCL,HIMADRI SPECIALITY CHEM LTD,INE019C01026,20070302,HIMCHE,TRUE,EQ,,,
HSIL,,,,,,,,,
HTMEDIA,HT MEDIA LIMITED,INE501G01024,20050901,HTMED,TRUE,EQ,,,
HTMT,HINDUJA TMT LIMITED,,,,,,,,
HTMTGLOBAL,HTMT GLOBAL SOLUTIONS LTD.,,,,,,,,TRUE
HUBTOWN,HUBTOWN LIMITED,INE703H01016,20070207,HUBLIM,TRUE,BE,,,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,20170519,HUDCO,TRUE,EQ,,,
HUGHESSOFT,,,,,,,,,
HUGHESTELE,TATA TELESERVICES (MAHARASHTRA) LTD,,,,,,,,TRUE
HUHTAMAKI,HUHTAMAKI INDIA LTD,INE275B01026,20041001,HUHPPL,TRUE,EQ,,,
HYDRBADIND,HYDERABAD INDUSTRIES LIMITED,,,,,,,,
HYDROS&S,,,,,,,,,TRUE
HYTSNMAGNT,HYTAISUN MAGENTICS LTD,,,,,,,,TRUE
I-FLEX,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,,,,,,,,TRUE
IBIPL,,,,,,,,,TRUE
IBMFNIFTY,INDIABULLS NIFTY50 ETF,INF666M01FS5,20190508,INDNIF,TRUE,ETF,,,
IBN18,IBN18 BROADCAST LIMITED,,,,,,,,
IBP,IBP CO LTD,INE261A01010,,IBP,,,,,
IBPOW,INDIABULLS POWER LIMITED,,,,,,,,
IBREALEST,INDIABULLS REAL ESTATE LIMITED,INE069I01010,20070323,INDREL,TRUE,EQ,,,
IBRETAILS,INDIABULLS RETAIL SERVICES LIMITED,,,,,,,,
IBSEC,INDIABULLS SECURITIES LIMITED,,,,,,,,TRUE
IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,INE148I01020,20130723,INDHO,TRUE,EQ,3100,TRUE,
IBULISL,,,,,,,,,
IBVENTURES,,,,,,,,,TRUE
IBWSL,INDIABULLS WHOLESALE SERVICES LIMITED,,,,,,,,TRUE
ICCNX100,,,,,,,,,TRUE
ICDS,,,,,,,,,TRUE
ICDSLTD,ICDS LTD,INE613B01010,19991117,ICDS,TRUE,BE,,,
ICEMAKE,ICE MAKE REFRIGERATION LTD,INE520Y01019,20201012,ICEMAK,TRUE,EQ,,,
ICI,ICI INDIA LIMITED,,,,,,,,
ICICI,,,,,,,,,TRUE
ICICI500,ICICI PRUD MF SNP BSE 500 ETF,INF109KC1CZ3,20180516,ICI500,TRUE,ETF,,,
ICICI5GSEC,,,,,TRUE,,,,
ICICIALPLV,ICICI PRU ALPHA LOW VOL 30 ETF,INF109KC1N59,,ICIA30,TRUE,ETF,,,
ICICIAUTO,,,,,TRUE,,,,
ICICIB22,ICICI PRUD MF BHARAT 22 ETF,INF109KB15Y7,20171128,BHA22,TRUE,ETF,,,
ICICIBANK,ICICI BANK LIMITED,INE090A01021,19970917,ICIBAN,TRUE,EQ,1375,TRUE,
ICICIBANKN,ICICI PRUDENTIAL BANK ETF,INF109KC1E27,20190715,ICIPBE,TRUE,ETF,,,
ICICIBANKP,ICICI PRUD PRIVATE BANKS ETF,INF109KC1E35,20190814,ICIPRI,TRUE,ETF,,,
ICICICONSU,ICICI PRUDENTIAL CONSUMPTION ETF,INF109KC1V42,,ICICON,TRUE,ETF,,,
ICICIFMCG,ICICI PRUDENTIAL FMCG ETF,INF109KC1R48,,ICIFMC,TRUE,,,,
ICICIGI,ICICI LOMBARD GEN INSURANCE CO,INE765G01017,20170927,ICILOM,TRUE,EQ,425,TRUE,
ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,20100902,ICIGOL,TRUE,ETF,,,
ICICILIQ,ICICI PRUDENTIAL LIQUID ETF,INF109KC1KT9,20180926,ICILIQ,TRUE,ETF,,,
ICICILOVOL,ICICI PRU NIFTY LOW VOL 30 ETF,INF109KB10T8,20170710,ICIN30,TRUE,ETF,,,
ICICIM150,ICICI PRUDENTIAL MIDCAP 150ETF,INF109KC1G82,20200128,ICI150,TRUE,ETF,,,
ICICIMCAP,ICICI PRU MIDCAP SELECT ETF,INF109KB1XT3,20160711,ICIMID,TRUE,ETF,,,
ICICINF100,ICICI PRUDENTIAL NIFTY 100 ETF,INF109KA1962,20130826,ICI100,TRUE,ETF,,,
ICICINIFTY,ICICI PRUDENTIAL NIFTY ETF,INF109K012R6,20130326,ICINIF,TRUE,ETF,,,
ICICINV20,ICICI PRUDENTIAL NV20 ETF,INF109KB1WY5,20160622,ICIN20,TRUE,ETF,,,
ICICINXT50,ICICI PRUD NIFTY NEXT 50 ETF,INF109KC1NS5,20180830,ICINEX,TRUE,ETF,,,
ICICIPHARM,ICICI PRU HEALTHCARE ETF,INF109KC1Q72,,ICIHEA,TRUE,ETF,,,
ICICIPREM,ICICI MUTUAL FUND - PREMIER FUND,,,,,,,,
ICICIPRULI,ICICI PRUDENTIAL LIFE INS CO,INE726G01019,20160929,ICIPRU,TRUE,EQ,750,TRUE,
ICICISENSX,ICICI PRUDENTIAL SENSEX ETF,INF346A01034,20140723,ICISEN,TRUE,ETF,,,
ICICISILVE,,,,,TRUE,,,,
ICICITECH,ICICI PRUDENTIAL IT ETF,INF109KC1N67,,ICIPIT,TRUE,ETF,,,
ICIL,INDO COUNT INDUSTRIES LIMITED,INE483B01026,20050912,INDCOU,TRUE,EQ,,,
ICNX100,,,,,,,,,
ICRA,ICRA LIMITED,INE725G01011,20070413,ICRLIM,TRUE,EQ,,,
ICSA,ICSA (INDIA) LIMITED,,,,,,,,
IDBI,IDBI BANK LIMITED,INE008A01015,19950920,IDBI,TRUE,EQ,,,
IDBIBANK,,INE307A01011,,IDBBAN,,,,,
IDBIGOLD,IDBI MUTUAL FUND GOLD ETF,INF397L01554,20111117,IDBGOL,TRUE,ETF,,,
IDBIMFDIV,IDBI MUTUAL FUND - DIVIDEND INIT'95,,,,,,,,
IDBIMFGROW,IDBI MUTUAL FUND - GROWING INIT'95,,,,,,,,TRUE
IDEA,VODAFONE IDEA LIMITED,INE669E01016,20070309,IDECEL,TRUE,EQ,70000,TRUE,
IDFC,IDFC LIMITED,INE043D01016,20050812,IDFC,TRUE,EQ,10000,TRUE,
IDFCBANK,,,,,,,,,
IDFCFIRSTB,IDFC FIRST BANK LIMITED,INE092T01019,20151106,IDFBAN,TRUE,EQ,11100,TRUE,
IDFNIFTYET,IDFC NIFTY ETF,INF194KA1U07,20161018,IDFNIF,TRUE,ETF,,,
IDLCHEM,,,,,,,,,
IEX,INDIAN ENERGY EXCHANGE LIMITED,INE022Q01020,20171023,INDEN,TRUE,EQ,3750,TRUE,
IFBAGRO,IFB AGRO INDUSTRIES LTD,INE076C01018,19960403,IFBAGR,TRUE,EQ,,,
IFBIND,IFB INDUSTRIES LIMITED,INE559A01017,19950329,IFBIND,TRUE,EQ,,,
IFBVENTUR,IFB VENTURE CAPITAL LTD,,,,,,,,
IFCI,IFCI LIMITED,INE039A01010,19950426,IFCI,TRUE,EQ,,,
IFGLEXPOR,IFGL REFRACTORIES LTD,INE133Y01011,20171114,IFGREF,TRUE,EQ,,,
IFGLREFRAC,IFGL REFRACTORIES LIMITED,,,,,,,,
IFL,INDIA FOILS LTD,INE260A01020,,INDFOI,,,,,
IGARASHI,IGARASHI MOTORS INDIA LIMITED,INE188B01013,20031009,IGAMOT,TRUE,EQ,,,
IGFLFERT,INDOGULF FERTILIZERS,INE911F01019,,INDFER,,,,,
IGGIRESORT,IGGI RESORTS INTERNATIONAL LTD.,,,,,,,,
IGL,INDRAPRASHTHA GAS LTD,INE203G01027,20031226,INDGAS,TRUE,EQ,1375,TRUE,
IGOLD,,,,,,,,,
IGPETRO,IG PETROCHEMICALS LTD.,,,,,,,,TRUE
IGPL,IG PETROCHEMICALS LIMITED,INE204A01010,20070129,IGPETR,TRUE,EQ,,,
IGS,IGATE GLOBAL SOLUTIONS LIMITED,INE177B01016,,MASSYS,,,,,
IHCL-RE,,,,,,,,,
IIFL,IIFL FINANCE LIMITED,INE530B01024,20050517,IIFHOL,TRUE,EQ,,,
IIFLNIFTY,IIFL NIFTY ETF,INF579M01019,,IIFNIF,,,,,
IIFLSEC,IIFL SECURITIES LIMITED,INE489L01022,20190920,IIFSEC,TRUE,EQ,,,
IIFLWAM,IIFL WEALTH MANAGEMENT LIMITED,INE466L01020,20190919,IIFWEA,TRUE,EQ,,,
IILTD,INSECTICIDES (INDIA) LIMITED,,,,,,,,
IITL,INDUSTRIAL INVESTMENT TRUST LT,INE886A01014,20100817,INDINV,TRUE,EQ,,,
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,20071025,ILFENG,TRUE,BZ,,,
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,20100330,ILFTRA,TRUE,BZ,,,
ILFSTRANS,IL&FS TRANSPORTATION NETWORKS LIMITED,,,,,,,,
IMAGICAA,IMAGICAAWORLD ENTERTAINMEN LTD,INE172N01012,20150406,ADLENT,TRUE,BE,,,
IMFA,INDIAN METALS & FERRO ALLOYS L,INE919H01018,20100723,INDMFA,TRUE,EQ,,,
IMIDCAP,,,,,,,,,
IMPAL,INDIA MOTOR PARTS & ACCESSORIE,INE547E01014,20051007,INDMO,TRUE,EQ,,,
IMPEXFERRO,IMPEX FERRO TECH LIMITED,INE691G01015,20050203,IMPFER,TRUE,EQ,,,
INCREDIBLE,INCREDIBLE INDUSTRIES LTD,INE452L01012,20160701,ADHIND,TRUE,EQ,,,
INDAIRYSPE,INDIANA DAIRY SPECIALITIES LTD.,,,,,,,,
INDAL,INDAL,INE249A01015,,INDALU,,,,,
INDBANK,INDBANK MERCHANT BANKING SERVI,INE841B01017,20081008,INDMER,TRUE,EQ,,,
INDBANKMER,INDBANK MERCHANT BANKING SERVICES LTD,,,,,,,,
INDBIOFOOD,,,,,,,,,TRUE
INDGYPSUM,INDIA GYPSUM LTD,INE561A01013,,INDGYP,,,,,
INDHOTEL,INDIAN HOTELS CO LTD,INE053A01029,19960703,INDHOT,TRUE,EQ,4022,TRUE,
INDIABULLS,INDIABULLS FINANCIAL SERVICES,INE894F01025,,INDBUL,,,,,
INDIACEM,INDIA CEMENTS LTD,INE383A01012,20000531,INDCEM,TRUE,EQ,2900,TRUE,
INDIAFOILS,INDIA FOILS LIMITED,,,,,,,,
INDIAGLYCO,INDIA GLYCOLS LTD,INE560A01015,20050701,INDGLY,TRUE,EQ,,,
INDIAINFO,INDIA INFOLINE LIMITED,,,,,,,,
INDIALEASE,INDIA LEASE DEVELOPMENT LTD,,,,,,,,TRUE
INDIAMART,INDIAMART INTERMESH LIMITED,INE933S01016,20190704,INDMAR,TRUE,EQ,75,TRUE,
INDIANACRY,INDIAN ACRYLICS LTD,INE862B01013,,INDACR,,,,,
INDIANB,INDIAN BANK,INE562A01011,20070301,INDIBA,TRUE,EQ,,,
INDIANCARD,INDIAN CARD CLOTHING LTD,INE061A01014,19970108,INDCAR,TRUE,EQ,,,
INDIANHUME,INDIAN HUME PIPE CO. LTD.,INE323C01030,19950830,INDHUM,TRUE,EQ,,,
INDIANORG,FUTURA POLYESTERS LTD,INE564A01017,,INDORG,,,,,
INDIAPHOTO,KODAK INDIA LTD,INE377A01014,,KODIND,,,,,
INDIAPOLY,INDIA POLYFIBRES LTD,,,,,,,,
INDIASEC,INDIA SECURITIES LTD,INE134A01035,,INDSEC,,,,,
INDIAVIX,India Vix,,,,TRUE,IND,,,
INDIGO,INTERGLOBE AVIATION LIMITED,INE646L01027,20151110,INTAVI,TRUE,EQ,250,TRUE,
INDIGOPNTS,INDIGO PAINTS LIMITED,INE09VQ01012,20210202,INDPAI,TRUE,EQ,,,
INDIGRID,INDIA GRID TRUST 6.65 06MY24,INE219X07173,,INGND1,TRUE,IV,,,
INDINFR,,,,,,,,,
INDLMETER,IMP POWER LTD,INE065B01013,19960110,IMPPOW,TRUE,EQ,,,
INDNAVRTNA,IND NAVRATNA ROLLED OVER SCHEME,,,,,,,,
INDNIPPON,INDIA NIPPON ELECTRICALS LTD,INE092B01025,19970507,INDNIP,TRUE,EQ,,,
INDOAMIN,Indo Amines Limited,INE760F01028,20220429,INDAMI,TRUE,EQ,,,
INDOASAHI,INDO ASAHI GLASS CO. LTD,,,,,,,,
INDOASIFU,INDO ASIAN FUSEGEAR LIMITED,,,,,,,,TRUE
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,20220329,INDBOR,TRUE,EQ,,,
INDOCO,INDOCO REMEDIES LIMITED,INE873D01024,20050114,INDREM,TRUE,EQ,,,
INDOCOUNT,,,,,,,,,
INDOFREBIO,,,,,,,,,TRUE
INDOGULF,INDO GULF CORPORATION LIMITED,,,,,,,,TRUE
INDOMATAPP,INDO MATSUSHITA APPLIANCES LTD,,,,,,,,TRUE
INDORAMA,INDO RAMA SYNTHETICS (INDIA) L,INE156A01020,20030620,INDRA,TRUE,EQ,,,
INDORAMSYN,INDO RAMA SYNTHETICS (INDIA) LIMITED,,,,,,,,
INDORAMTEX,INDO RAMA TEXTILES,INE059G01015,,INDRT,,,,,
INDOSOLAR,Indosolar Limited,INE866K01015,20100929,INDLIM,,BZ,,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LTD,INE896L01010,20180521,INDOCA,TRUE,EQ,,,
INDOTECH,INDO TECH TRANSFORMERS LIMITED,INE332H01014,20060316,INDTEC,TRUE,EQ,,,
INDOTHAI,INDO THAI SECURITIES LIMITED,INE337M01013,20111102,INDTHA,TRUE,BE,,,
INDOWIND,INDOWIND ENERGY LTD,INE227G01018,20070914,INDWIN,TRUE,BE,,,
INDOXYGEN,INDUSTRIAL OXYGEN COMPANY LIMITED,,,,,,,,
INDOZINC,,,,,,,,,TRUE
INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATI,INE681B01017,19970417,INDMED,TRUE,EQ,,,
INDRATNA,INDBANK MUTUAL FUND - IND RATNA,,,,,,,,
INDRAYON,INDIAN RAYON & INDUSTRIES LTD.,,,,,,,,TRUE
INDSEAMFIN,INDIAN SEAMLESS FINANCIAL SERVICES LTD.,,,,,,,,TRUE
INDSHAVING,,,,,,,,,TRUE
INDSTMSHIP,INDIA STEAMSHIP COMPANY LTD,,,,,,,,TRUE
INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED,INE915B01019,19970702,INDLAB,TRUE,EQ,,,
INDSWFTLTD,IND-SWIFT LIMITED,INE788B01028,20041018,INDSW,TRUE,BE,,,
INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITE,INE611L01021,20110311,INDTER,TRUE,BE,,,
INDTRADECO,IND TRA DECO LTD,,,,,,,,
INDUJENERT,,,,,,,,,TRUE
INDUNISSAN,INDU NISSAN OXO CHEM INDUSTRIES LTD,,,,,,,,TRUE
INDUSFILA,INDUS FILA LIMITED,INE025I01012,,INDFIL,,,,,
INDUSINDBK,INDUSIND BANK LIMITED,INE095A01012,19980128,INDBA,TRUE,EQ,900,TRUE,
INDUSTOWER,INDUS TOWERS LIMITED,INE121J01017,20121228,BHAINF,TRUE,EQ,2800,TRUE,
INDYESTUF,NAVINON LIMITED,INE888A01010,,INDDYE,,,,,
INEABS,INEOS ABS (INDIA) LIMITED,,,,,,,,
INEOSSTYRO,INEOS STYROLUTION INDIA LTD,INE189B01011,19950329,STYABS,TRUE,EQ,,,
INERTIAIND,INERTIA INDUSTRIES LTD,,,,,,,,
INFARINDIA,ORGANON INDIA,INE568A01018,,INFAR,,,,,
INFIBEAM,INFIBEAM AVENUES LIMITED,INE483S01020,20160404,INFINC,TRUE,EQ,,,
INFINITE,INFINITE COMPUTER SOLUTIONS (I,INE486J01014,,INFCOM,,,,,
INFOBEAN,INFOBEANS TECHNOLOGIES LIMITED,INE344S01016,20190715,INFOTE,TRUE,EQ,,,
INFODRIVE,INFO-DRIVE SOFTWARE LIMITED,INE804D01029,,INFDRI,,,,,
INFOMEDIA,INFOMEDIA PRESS LIMITED,INE669A01022,20061012,INFPRE,TRUE,BE,,,
INFOSYSTCH,,,,,,,,,
INFOTECENT,,,,,,,,,TRUE
INFRABEES,NIPPON INDIA ETF INFRA BEES,INF732E01268,20101005,INFBEE,TRUE,ETF,,,
INFRATEL,,,,,,,,,
INFY,INFOSYS LTD,INE009A01021,19950208,INFTEC,TRUE,EQ,300,TRUE,
INGERRAND,INGERSOLL-RAND (INDIA) LTD,INE177A01018,19990415,INGRAN,TRUE,EQ,,,
INGVYSYABK,ING VYSYA BANK LTD,INE166A01011,,VYSBAN,,,,,
INIFTY,,,,,,,,,
INNOIND,INNOVENTIVE INDUSTRIES LIMITED,INE549I01011,,INNIND,,,,,
INOVATMARN,INNOVATIVE MARINE FOODS LTD,,,,,,,,
INOX,INDUSTRIAL OXYGEN CO. LTD,,,,,,,,TRUE
INOXLEISUR,INOX LEISURE LIMITED,INE312H01016,20060223,INOX,TRUE,EQ,,,
INOXWIND,INOX WIND LIMITED,INE066P01011,20150409,INOWIN,TRUE,EQ,,,
INSECTICID,INSECTICIDES INDIA LTD,INE070I01018,20070530,INSEC,TRUE,EQ,,,
INSILCO,INSILCO LTD,INE901A01011,,INSILC,,,,,
INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED,INE020G01017,20061030,AFL,TRUE,EQ,,,
INTCOMTECH,ICES SOFTWARE LTD.,,,,,,,,
INTEGENT,INTEGRATED ENTERPRISES (INDIA) LIMITED,,,,,,,,TRUE
INTEGRA,INTEGRA GARMENTS AND TEXTILES,INE418N01027,20130820,INTGAR,,BE,,,
INTEGRFIN,INTEGRATED FINANCE LTD,,,,,,,,
INTELLECT,INTELLECT DESIGN ARENA LIMITED,INE306R01017,20141218,INTDES,TRUE,EQ,750,TRUE,
INTENTECH,INTENSE TECHNOLOGIES,INE781A01025,20170323,INTT,TRUE,EQ,,,
INTLCONV,INTERNATIONAL CONVEYORS LTD,INE575C01027,20210916,INTCON,TRUE,EQ,,,
INTLTRAVHS,INTERNATIONAL TRAVEL HOUSE LTD,INE262B01016,,INTTRA,,,,,
INV20,,,,,,,,,
INVELTRANS,GKN DRIVESHAFT INDIA LTD,INE527A01014,,GKNDRI,,,,,
INVENTURE,INVENTURE GROWTH & SECURITIES,INE878H01024,20110804,INVGRO,TRUE,EQ,,,
INVESTCORP,,,,,,,,,
INVSTSMART,IL&FS INVESTSMART LIMITED,,,,,,,,TRUE
IOB,INDIAN OVERSEAS BANK,INE565A01014,20001207,INDOVE,TRUE,EQ,,,
IOC,INDIAN OIL CORPORATION LIMITED,INE242A01010,19960724,INDOIL,TRUE,EQ,6500,TRUE,
IOL,,,,,,,,,
IOLB,,,,,,,,,TRUE
IOLCP,IOL CHEMICALS & PHARMACEUTICAL,INE485C01011,20101108,IOLCHE,TRUE,EQ,,,
IOLN,IOL NETCOM LIMITED,INE517C01011,,NATSYN,,,,,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,INE570A01014,20220222,IONEXC,TRUE,EQ,,,
IPAPPM,,,,,,,,,
IPCALAB,IPCA LABORATORIES LTD,INE571A01020,19950208,IPCLAB,TRUE,EQ,450,TRUE,
IPCL,INDIAN PETROCHEMICALS COR,INE006A01019,,IPCL,,,,,
IPGETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL GOLD ETF,,,,,,,,
IPITATASPO,TATA SPONGE IRON LTD.,,,,,,,,TRUE
IPL,INDIA PESTICIDES LIMITED,INE0D6701023,20210705,INDPES,TRUE,EQ,,,
IPRINGLTD,,,,,,,,,
IPRINGS,IP RINGS LIMITED,INE558A01019,,IPRING,,,,,
IPRU5008,,,,,,,,,
IRB,IRB INFRASTRUCTURE DEVELOPERS,INE821I01014,20080225,IRBINF,TRUE,EQ,,,
IRBINVIT,IRB InvIT Fund,INE183W23014,,IRBINV,TRUE,IV,,,
IRCON,IRCON INTERNATIONAL LIMITED,INE962Y01021,20180928,IRCINT,TRUE,EQ,,,
IRCTC,INDIAN RAIL CAT AND TOUR IRCTC,INE335Y01012,20191014,INDRAI,TRUE,EQ,875,TRUE,
IRFC,INDIAN RAILWAY FIN CORP LTD,INE053F01010,20210129,INDR,TRUE,EQ,,,
IRIS,Iris Business Services Limited,INE864K01010,20211108,IRIBUS,TRUE,EQ,,,
IRISDOREME,IRIS CLOTHINGS LIMITED,INE01GN01017,20210222,IRICLO,TRUE,EQ,,,
ISEC,ICICI SECURITIES LTD ISEC,INE763G01038,20180404,ICISEC,TRUE,EQ,,,
ISENSEX,,,,,,,,,
ISFT,INTRASOFT TECHNOLOGIES LIMITED,INE566K01011,20100412,INTSOF,TRUE,EQ,,,
ISGEC,ISGEC HEAVY ENGINEERING LTD,INE858B01029,20210505,ISGHEA,TRUE,EQ,,,
ISIBARS,INDIA STEEL WORKS LIMITED,INE072A01029,,INDIST,,,,,
ISMETALTUB,INDIAN SEAMLESS METAL TUBES LTD,,,,,,,,
ISMTLTD,ISMT LIMITED,INE732F01019,20070828,ISMT,TRUE,EQ,,,
ISPATALLOY,BALASORE ALLOYS LTD,INE135A01024,,BALALL,,,,,
ISPATIND,ISPAT INDUSTRIES LIMITED,,,,,,,,
ISPATPROF,ISPAT PROFILE (I) LTD,INE798A01011,,ISPPRO,,,,,
ISSAL,INDIAN SEAMLESS STEELS &,INE879C01015,,INDSE,,,,,
ISWARMEDIC,ISHWAR MEDICAL SERVICES LTD.,,,,,,,,
IT&T,,,,,,,,,TRUE
ITBEES,,,,,TRUE,,,,TRUE
ITC,ITC LIMITED,INE154A01025,19950823,ITC,TRUE,EQ,3200,TRUE,
ITCAGRO,AGRO TECH FOODS LIMITED,,,,,,,,
ITCBHADRA,ITC BHADRACHALAM PAPERBOARDS LIMITED,,,,,,,,TRUE
ITCCLASSIC,ITC CLASSIC FINANCE LTD.,,,,,,,,TRUE
ITCHOTEL,ITC HOTELS LTD,INE379A01010,,ITCHOT,,,,,
ITDC,INDIA TOURISM DEVELOPMENT CORP,INE353K01014,20161230,INDTOU,TRUE,EQ,,,
ITDCEM,ITD CEMENTATION INDIA LIMITED,INE686A01026,19990210,ITDCEM,TRUE,EQ,,,
ITI,ITI LIMITED INDIAN TELEPHIND,INE248A01017,20030915,ITI,TRUE,EQ,,,
ITIL,INFORMATION TECH INDIA LT,INE569A01024,,INFTE,,,,,
ITWSIGNODE,ITW SIGNODE INDIA LTD,INE240A01014,,ITWSIG,,,,,
IVC,IL & FS INVESTMENT MANAGERS LT,INE050B01023,19990915,ILFVEN,TRUE,EQ,,,
IVP,IVP LIMITED,INE043C01018,19950913,IVP,TRUE,BE,,,
IVRCLAH,IVRCL Assets & Holdings Limite,INE414I01018,,IVRPRI,,,,,
